track_id,Title,artist_id,Popularity,album_id,Release_date,Explicit
2Ygs64z9ywJGakuKU8tr6o,Clocks,4gzpq5DPGxSnKTe4SA8HAU,52,1hnFNY7vQA0VipdplCdhPJ,2003-03-24,False
5mc6EyF1OIEOhAkD0Gg9Lc,Closer,0X380XXQSNBYuleKzav5UO,65,5I7lLu8xXJfGRdFUqHaLQU,1994-03-08,True
2oDqmfa2g8W893LlwJG1qu,Closer,0X380XXQSNBYuleKzav5UO,68,3nJnyDV8fwFpffo0EyHQto,1994-03-08,True
6I24Xy88JD96TpC1zInwhj,Closer,0X380XXQSNBYuleKzav5UO,31,4WmCYdeVVVpc2p7JrbYOm7,1994-05-30,True
24iUpyUeGv6AoikfxpRofO,Rain On The Scarecrow,3lPQ2Fk5JOwGWAF3ORFCqH,53,1BYEhfr8qQGNhbqPAbfnxk,1985,False
5PbfvaBgQHwUI2NEilk9RN,Line 'Em Up,0vn7UBvSQECKJm2817Yf1P,30,3E7Sj3kKbxY1Tsp7U0SKQi,1997-05-20,False
7os7j6OKzxl1a8RAnGitzN,I Wanna Be Like You,6ROyXB8NDG0fA78S46JdTB,40,0EjGRZctOPqLyLi42KtYmu,1999-01-01,False
6LhN47wHHsSzlbVzsXe7cY,California Waiting,2qk9voo8llSGYcZ6xrBzKx,52,2137zeBGNgOWP4D96q6qxd,2003-08-19,False
5M8EfAPEPzTQcr4tsjcimR,Hypnotize,2ziB7fzrXBoh1HUPS6sVFn,42,78guAsers0klWl6RwzgDLd,2002-11-17,False
7zpNN01FLMP70EYGcxCCDY,Un Amor Violento,4qXIYIWo6wRsN0lZxvgH6S,60,4hOrjJ97MQ7yXOiGvFbgDQ,1991,False
4Xc9W27x9z7Qc8c1hyGCrG,Glow,0FrpdcVlJQqibaz5HfBUrL,0,2vHhyOIRJ4rRM8nZYfyIwZ,1985-05-21,False
11y8GSP2ASv8S9n0FiiDva,Angel Of The Morning,4L1z1IcfK7lbqx8izGHaw5,62,13TOuCZy3QU2Tt1llKPUqc,1981-01-01,False
6NVB6W7G3svCKe5zB7kY8q,Angel Of The Morning,4L1z1IcfK7lbqx8izGHaw5,58,0fSvQOkU8rRgcsW6MerdVw,1988-10-19,False
6o5LJxDnSgLsXK4pcIOsQg,The Long Day Is Over,2Kx7MNY7cI1ENniW7vT30N,0,1JvoMzqg04nC29gam4Qaiq,2002-02-26,False
5YvSToCqZvUbmSmySsYoID,Waking the Fallen,0nmQIMXWTXfhgOBdNzhGOs,44,3qyVLEW74vRMvVxNHjwKhk,2003-08-26,False
6p4SUKhIyPqbmU828M0JWD,'Till I Collapse,7dGJo4pcD2V6oG8kP0tJRR,52,3Oh3UZyeLdKHwTW7n1kkx4,2002-05-26,False
4xkOaSrkexMciUUogZKVTS,Till I Collapse,7dGJo4pcD2V6oG8kP0tJRR,84,2cWBwpqMsDJC1ZUwz813lo,2002-05-26,True
7LH1WfvWxKwgRf5HWN1ndB,Possession - Unreleased 2000,7bu3H8JO7d0UbMoVzbo70s,9,0Be9aR7uSUhQII8AC404TP,2005-02-08,False
3q1xhiSDAudeemKV9F0TEH,Anne's Song,6GbCJZrI318Ybm8mY36Of5,32,0kBy2KA6BuCWveFo88VmMX,1987-04-23,False
38E7U60ipLSTVDcPIuVzZw,Every Kinda People,530Sdm7eqqzWBdDmILMgnu,56,3eGG3yU4bnmBK7TfFWa15y,1978-01-01,False
2CaxgnHBHuiOYIGIyvMbCl,Whiskey Girl,2bA6fzP0lMAQ4kz6CF61w8,59,7xPAsIGxs8It3pVWnZEHan,2003-11-04,False
3E6t25sxh6v5FDSfIVIAOz,Whiskey Girl,2bA6fzP0lMAQ4kz6CF61w8,49,3UBjWaGRf6ppcvnJd9M9UC,2008-01-01,False
7CqH6kXso4XuLHOJSFomOA,Here's To Life,0x9L9ChXVAf3hFOb0CbRmd,34,2wGW87aOvooeJ5r8eTYg4W,1992-01-01,False
5UDsHnUvshUv5EuPhDTRqb,54-46 That's My Number,6eHPmq8aR8X4TZIMvrD9Bo,3,6sn6gS4YnlAbxzetlJsUxQ,1969-01-01,False
5AZhrTm9YUCOiA3Vl2hQji,Slipped Away,0p4nmQO2msCgU4IF37Wi3j,51,7851Vsjv3apS52sXUik6iF,2004,False
4oNktvBDV8PNZqZh6MgwZ3,Lay Your Hands On Me,58lV9VcRSjABbAbfWS6skp,51,3mcKOl0KNe65BqiBa40WxR,1988-09-13,False
6lMNJzDA47MaCZjjKgam5N,Rollin' With The Flow,218kRJZ7FJs0hWIk8Ynzhz,51,2J83r8BBjzwqfjYxLDNUp6,1973,False
1FXpAf6Ed6vkBc6EkZHtGT,Rollin' With the Flow,218kRJZ7FJs0hWIk8Ynzhz,34,3kN2WdUo9AGwDcgcMKZ1ib,1973,False
0QEdv9cpKtvugCbULR0ngd,Sixteenth Century Greensleeves,6SLAMfhOi7UJI0fMztaK0m,45,3LXOrVXLXwRiOguE446OZo,1975-01-01,False
4uum6wxiBXprEafRSIVStu,The Race Is On,2OpqcUtj10HHvGG6h9VYC5,0,0c9GnITammJjTjGqF7ZGuf,1969,False
4TDTJq8GNJVCrS4hEV4TR5,The Race Is On,2OpqcUtj10HHvGG6h9VYC5,34,00EGCB6sPa9OTcJZcJ8NbO,1977-01-01,False
1q0SkvboXCdVQauHBzVr9z,The Race Is On,2OpqcUtj10HHvGG6h9VYC5,36,7Mu1cHenSg9hspfcjHQUkD,1997-01-01,False
4OMsAnt8JSBctSJQIMNAy1,Beat It,4UXqAaa6dQYAk18Lv7PEgX,55,2FkdqW19xrKlDfeZjWf4Gt,2009-01-01,False
3Ad4Vd2MLBBpApduPsydXk,Living On Memories of You,32vWCbZh0xZ4o9gkz4PsEU,32,5DyOxuvdSmTSNAmkfcsBsj,1974-02-04,False
3ok23D9fjWA1QR4geSr4kr,Living On Memories of You,32vWCbZh0xZ4o9gkz4PsEU,28,2v2iR6vtrLVTyiNIEsv5Sg,1974,False
6wVT3Gk7aDiyVX3oJQoRgA,The Day That Lassie Went to the Moon,1JXB7XQ9hjLB5pnr1eowKR,27,1fxbRz85BkSTvqhjQTlt1J,1985-01-01,False
2VxT8g3XP0AGiEW3paf9wP,Make It Easy on Yourself,2JSjCHK79gdaiPWdKiNUNp,25,12E8dMuHwadSfvA1NBHTtt,1963,False
0UW3PzFqmfDW3sAqLwC8PY,You Don't Own Me,5zaXYwewAXedKNCff45U5l,35,2coXvs2zYk60U9Dd2hm6St,1964-06-26,False
79VhZYkRfckxhtGIsssh66,Earth Blues,776Uo845nYHJpNaStv1Ds4,23,2et0fTgbRp3w4Izzs4uVtz,1971,False
5YCgkyzITcfL5XdBXPfY6o,Somebody Loves Me,3stlWzoChlEtbdZAz6CNC3,21,0PHOqv81FzFx8PSVqEa0NE,1953,False
5KaIwOufPpnMorBd9O4pxl,The Angel,3eqjTLE0HfPfh78zjh6TqT,30,4hQ5RfHzq1SGJNfZWrpg7C,1973-01-05,False
0lmzRoEAZ3OKqnocLC5ByY,Rollin' Stoned,6ZPbX2Lxd40e2UVkXpyxvI,42,6EZSB3nAvY83VYDg87julg,1998,False
6g07pGLohIi4rVWByiR2uG,Rollin' Stoned,6ZPbX2Lxd40e2UVkXpyxvI,31,4YHmbZbBNbtkiiLDVOeqeJ,1999-07-04,False
6039GmVngyHmWfOuWOhjCK,Soda Pop,26dSoYclwsYLMAKD3tpOr4,41,3WNxdumkSMGMJRhEgK80qx,1999-01-12,False
0KAqMRUSZwzG3dZLdDA4eH,Antologia,0EmeFodog0BfCgMzAIvKQp,76,3HLngzP9wVd8p3SMDQgyd9,1995-10-06,False
5ebwVz0FJ371K8WKQpt4jJ,I Can't Say No,5tTsrGPwQRWUsHR2Xf7Ke9,28,1eTNYVS06XwHjwMssf6Fsx,1975-01-01,False
3AGy4j1jHjLfsXM1pGFBGz,Lonely Wind,2hl0xAkS2AIRAu23TVMBG1,26,5DwyFzATQVpvXqG4HXaJMj,1974,False
0jtm8LAZLFnyICAkOewdyz,Black Stone Wielder,7zDtfSB0AOZWhpuAHZIOw5,34,5LPgloXNv33FU3zCgby6fU,1986,False
34vxgM5llmn7eA6Tnxc7Qi,Tomorrow,6ZLTlhejhndI4Rh53vYhrY,38,5m8Fj0thHTE4CBGJTdF6s9,1995-10-23,False
2UwXbCqVQfg5UmVNC54ZCS,Sad Girl,30q5mqJmdYPaKabPMytzvv,28,0IpED0lu5CdYg4LXzJgK3h,1973-07-01,False
1eAZTu3kRk98Exu0n92YMC,Sad Girl,30q5mqJmdYPaKabPMytzvv,50,4otscgqzgKPQZSdPhiC5fr,1968-01-01,False
2ldalh6d2MrsAFaZG9H3P4,Spring Affair,2eogQKWWoohI3BSnoG7E2U,40,7K5qRyPS0glYiCzgqJdEjt,1976-10-11,False
7K1a1MSYYqTgPofuGD6ctM,She's Not the Cheatin' Kind,0XKOBt59crntr7HQXXO8Yz,41,2X3fLHcJN2Quyzaf4Hm3hz,2012-04-17,False
6zk4lFEYIWs1UZZ03NVetT,When I Kissed The Teacher,0LcJLqbBmaGUft1e9Mm8HV,60,1V6a99EbTTIegOhWoPxYI9,1976,False
4Kaxx66gshAgVCPyRzLfFo,Impossible,1l7ZsJRRS8wlW3WfJfPfNS,44,2USigX9DhGuAini71XZEEK,2002-07-19,False
4LRhSbyCwaaKTBfeeizCm4,Blue Angel,0JDkhL4rjiPNEp92jAgJnS,42,5txtL5NwxbzS5ENtNEWGpS,1961,False
2aKhGkbQ6mWIGsR0kpSdfj,Thorn Within,2ye2Wgw4gimLv2eAKyk1NB,36,5rI3pfrpvmdYtGAsBwaGec,1996-06-04,False
3zptHVy08pFqDyfvLFA0wE,Foggy Mental Breakdown,1WRM9i067hd2ujxxi8FI3m,34,2dQqCAeYqYDCfOqiSNi3yh,1970-01-01,False
7j0eQhCrpbOwucAolLJ0t8,Bodies,34c4iQ5tkaZKu6Sv28BTde,35,5FRzKiBPlUkfULxupLXK53,1992-01-01,False
5qhVYpxvr16SvMSOh2sUlE,Drunken Hearted Man,0f8MDDzIc6M4uH1xH0o0gy,10,3ebLEqjBSjf3jmuXWW8CI2,1936,False
2Jr39bnXx3WOUmdlI4S00f,Wheel,0hEurMDQu99nJRq8pTxO14,42,6WivmTXugLZLmAWnZhlz7g,2003-09-09,False
1HfxPaJggVwFsvOtHbVzMz,Live Like We're Dying,2zwHaEmXxX6DTv4i8ajNCM,50,5fM41TOegBBrRO7NhmFYvP,2009-11-16,False
7jvsQazXEC6mCwVjeAl5AJ,Drop The World,55Aa2cqylxrFIXC767Z865,46,40VtQmfgdaVmh95sjosyQq,2009-01-01,True
1q51MejmtLKEv8mABG8XRE,Sexy Can I,6gbGGM0E8Q1hE511psqxL0,17,3JU7Ke4Ftaag8o2njrw8Rs,2008-04-08,True
7nx6bmfojpAW4SCwoZM13B,C'est La Vie,4NkLjsRsFnuPu9B4zqzBqq,46,6bNiLVVFEHzU6ilWL4zuQh,1986-11-01,False
245la2fLeLCOpBWDjgE8rj,La poupée qui fait non,7aKldvGENbL4bj8TCWHuhT,48,68clUJF0fZaWSdmcBYKxGH,1966-01-01,False
5NnPrr1Uqeb6UXZysRdABG,Thing Called Love,4Sld5LOPbAm1QSq9U32fFV,25,1S6p34YmdtR3KCSiSTjbgW,1987-01-01,False
31NAADgOqGlBU70Xg1bdwQ,Papa Was A Rollin' Stone,3RwQ26hR2tJtA8F9p2n7jG,36,4Et98HH5UoYzwUH5583YE7,1972-07-01,False
5fZULk2I7DZ2HSXnTmql89,Rhymes and Reasons,7EK1bQADBoqbYXnT4Cqv9w,30,1RuLQVLNINNxqKaNpM7CCK,1969-10-14,False
13xKh7WqwxzEFYhYCJJwHg,Lovergirl,61UT1Zj9dFgPAjZfwnsqsb,47,4he7R24eqd1EbF9kegiAK8,1999-10-08,False
6JGEFDAbkolVtylkQfnnom,Lovergirl,61UT1Zj9dFgPAjZfwnsqsb,38,6A7rjKLJ0X0G641Lvv8aPG,1985-11-11,False
5nYZAg64b6sEpukTSuuSUZ,Daffodil Lament,7t0rwkOPGlDPEhaOcVtOt9,0,5GugLrmYMl5VRoe2zNgLGp,1994-10-03,False
1GGK81j5LaThJjnJHhfGDq,Just The Way You Are,5z1VAFwT35EVvCp1XlZZuL,58,5VarMGaR1VFP4vlmzZsKgV,2002-01-01,False
3omDcdGnhE6eqd6ZyMhHWZ,Kathy's Song,2CvCyf1gEVhI0mX6aFXmVI,34,33wIA16ZMEUGgKQTdQl9Mv,1965-08-01,False
2MxQHDCRQUF9k3zBvwzFSv,The Millionaire,2Mhi3jfuRSdbVZPdjqsnnN,30,2KJNTkuBGBNtkoLXpgIjro,1975-01-01,False
5fITH32bqCuMoE7yM0mHTW,Casa de Locos,0h1zs4CTlU9D2QtgPxptUD,45,110rZdMmIjA335CehJJkuk,1994-04-14,False
2din1KjgWL2TZKkMJHq1B8,Thunder,5eTq3PxbOh5vgeRXKNqPyV,27,5DVNCzpvDrSEIFiU7hm8ey,1976,False
5UBq9iGT7lfpibWr7KKqKe,Girls Talk,65Gh3BfK84aTIugiRCgLBA,42,2w5Dlcm7C8QGwOHC89w0Xj,1979-06-09,False
2vfo7RvInNxLISPDif4mC2,The Young & the Hopeless,5aYyPjAsLj7UzANzdupwnS,47,5CTygC3aONv7l0klY4k3hc,2002-10-04,False
4kSIqv25W9sPsfG45rt9kh,Artificial Red,0T7JQxpy1Li93vLNirbv0Z,39,24eGklcEnMaVcGXzmJSeoD,1995-03-07,False
5MlAMeMP0HemnIQMaehZqn,The Fan,5ZjVEZ1WMfHd3XxcGVqjRK,26,5nflfddG6Tlrt2YiZhXJAD,1974,False
5axNXq143OQQRhr0V6fXrM,Ham 'N' Eggs,09hVIj6vWgoCDtT03h8ZCa,35,3kV0i1qqudjf0PGawJ4jck,1990-04-17,False
0sXuP9uIFdL9AQbMGhRTIG,Iko Iko,79mvAIaa8bVyObPdeqs2i3,49,49lt16ScZyPFZtrT6U8w9m,1981,False
4QB2cdh2v5zeRD1khGF9A5,Fly Away From Here,7Ey4PD4MYsKc5I2dolUwbH,0,6yRJAw8rbqn8dJVw1nxYWb,2001-03-05,False
0cOyhnhy13lc5G5nr4EF0q,Tainted Love,2VYQTNDsvvKN9wmU5W7xpj,60,7fmOTYDQn9DIXCy1YDrl4S,2004-01-01,False
5LYgCV1nAOvvYFi6dsyGJW,A Wound Time Can't Erase,0NqxUSg57tX1o1WG7VU1Vp,23,2VNCIZ2190gVhnKwmLyzjH,1963,False
2D9YnxyNwj7qqA1JLyKYPR,Spirit in the Night,3eqjTLE0HfPfh78zjh6TqT,45,4hQ5RfHzq1SGJNfZWrpg7C,1973-01-05,False
6edQfeOlqbGteYixpJl3Sm,Joanna - Single Version,3VNITwohbvU5Wuy5PC6dsI,46,1rDjSDjjzVfpnsb3GgREFf,1999-03-01,False
49PPrCt4S5nFLGH56qkxuT,Around The Way Girl,1P8IfcNKwrkQP5xJWuhaOC,34,7p7kcsrdoJ8DKQIMouujcb,1990-08-27,False
4Qxv2L4JICAWLFrBV6QeH8,Around The Way Girl,1P8IfcNKwrkQP5xJWuhaOC,52,2ljUSR5STBQGeiqjrfWbSe,1990-08-27,False
6jL1SnyXcXiKOmw4M2RnmT,Around The Way Girl,1P8IfcNKwrkQP5xJWuhaOC,55,6dfYmbgWeJCgqJhnR4TfKb,1990-08-27,False
3tzS6NePBurDq1vGoTe1EM,Headhunter,4YveAIZNQZBiWbt7iWsvCa,33,1QTVIHunxbQf1dT4fXH9DO,1983,False
27sTzAelgljD6Uxp88BqA3,Nemesis,0DCw6lHkzh9t7f8Hb4Z0Sx,56,7gesblPNpHD2mhMQyKd6MS,2005-07-13,False
7bMo7aljgbqpiOMSkwgkEN,Can'tcha Say (You Believe In Me) / Still In Love,29kkCKKGXheHuoO829FxWK,42,3ZjhhUHc4jFc6ZOTchjXsv,1986-01-01,False
0xwQD6xJYa5lbsJ8B3rtoK,It's Easy,29kkCKKGXheHuoO829FxWK,41,2bJalk1WMed8Z2CZca2zKp,1978-08-02,False
2OVMQDsuQLr555RcwZhjRx,When My Ship Comes In,3Ay15wt0QChT4Kapsuw5Jt,43,6gcTyk6vMcPb0QdN92zHOd,1992-07-14,False
65Q2A0pUf2lznsMaBvieqW,The Love Has Gone,0gxyHStUsqpMadRV0Di1Qt,0,6XhjNHCyCDyyGJRM5mg40G,1987-12-08,False
5nRs6WolfuzvTEJjTOyQ5v,Go Tell It On The Mountain,0vn7UBvSQECKJm2817Yf1P,19,0K3xxBQ1IdjrGGo9qhLIwf,2006,False
3NKztbZsUnc18vtO01eecf,Magrelinha,1zZjt7cDeeJSLWZYK34r7W,45,4kpq1IrSF51RDZbjClaiJx,1973-01-01,False
0m4jVVZrsv0bLkAr1uM6UG,Do That To Me One More Time,7BEfMxbaqx6dOpbtlEqScm,67,6J8P3xCsQr5BPoEoukStSk,1979-01-01,False
57uX2vR9j9DNiANDYfXw1i,Never Say Never,0zOcE3mg9nS6l3yxt1Y0bK,67,3ibdlhMmbFPMYoWvwHCzI3,2009-02-02,False
0VfoZk6ipvpNj49I4iwtmi,Out of Sync,0UKfenbZb15sqhfPC6zbt3,26,7MGYfjJpx6XsA2B2VhtZ6S,1982,False
6WDMOh0LJY9EHO4aIE7dPh,People of the Lie,3BM0EaYmkKWuPmmHFUTQHv,0,1S7SXhbh0x64DyXQVfACJk,1990-11-06,False
3DXc9aPgZNjPeqslISYe2Q,Call It Pretending,3IYUhFvPQItj6xySrBmZkd,44,7oIftk0P8cViwNpNEdCYl2,1968-07-05,False
0NWWDumjD2TCrR6iV6ZFgR,Fuck the Pain Away,1gkSl4XpHIHI4I1WQbfXOE,53,6gFOrIOM2TwzoRvobkpn1a,2002-10-08,True
2W2vmNmTLERMWT9XBxm35E,Diggin' On You,0TImkz4nPqjegtVSMZnMRq,55,5eg56dCpFn32neJak2vk0f,1994-11-15,False
2ykReEB3c9QPl40SUr8qwg,Kindergarten,6GbCJZrI318Ybm8mY36Of5,38,59GwovfBk0Kp2HJw1G7E5Q,1992-06-08,False
2riiohLaKgMFlu4RQT1MPV,Bonded by Blood,76S65NHJHrNy4JTrXHP2BH,45,1IfG1UITBGxTIIVZ3qgUrD,1985,False
4zaAkCRPhmmaJLMLJ15X2s,Strange Fire,4wM29TDTr3HI0qFY3KoSFG,14,08rSr5tinC3ZsQMPFgYuW4,1987,False
72UC7ORUTfWoeTq0qdMfpA,JFA,7vK8mhJsXkHv7319kbSPuX,24,0HmT9ovynpez8fTVptZGQ2,1981-07-01,True
5Kz1hj2NNSsgf0YkgFJh4e,I Saw Red,7HLvzuM9p11k9lUQfSM4Rq,43,5TMMmKdys49eu6QSPC9sdB,1990-05-01,False
0bhGTfpajLMjcYGMwWHy9p,I Saw Red,7HLvzuM9p11k9lUQfSM4Rq,37,4LgsHyufRmmcB1HIqTES19,1990-10-14,False
6atVS7UZBxoyJkkteM62u5,Clarity,0hEurMDQu99nJRq8pTxO14,55,6WivmTXugLZLmAWnZhlz7g,2003-09-09,False
0G88ZH0qqBCBbtrHnEDqrn,Triste Bahia,7HGNYPmbDrMkylWqeFCOIQ,21,49cBF5iGpJ7nx6EAR8BLga,1972,False
2gqzkEF88vMclfRZEIOnQO,The Day That Never Comes,2ye2Wgw4gimLv2eAKyk1NB,57,0lf5ceMub7KQhLfGxCdM06,2008-09-12,False
6nDgVarnxUZrFzI2OlWNhE,Jam On Revenge (The Wikki Wikki Song),5X8Tt3rIpdy8VR78KEhZ6C,32,06IJFUuCwW3iokYxgXjCYe,1984,False
3iBemYZi4lw53UYDlxqMlw,I Hung My Head,6kACVPfCOnqzgfEF5ryl0x,54,2BlL4Gv2DLPu8p58Wcmlm9,2002-01-01,False
0bRXwKfigvpKZUurwqAlEh,Lovely Day,1ThoqLcyIYvZn7iWbj8fsj,79,3QjPTUI6UcPr5m9RujkO3c,1977-10-29,False
0ACACkoHUwgfgY5CxVIL4N,Lovely Day,1ThoqLcyIYvZn7iWbj8fsj,61,0XmgSYx9bj4sqpcXVgKs2C,1994-08-09,False
45xU99QgWETDFGhgivpYce,Te Vi Venir,7xeM7V59cA1X8GKyKKQV87,59,1YETjeIkkvMlKq427v6LWH,2007-11-13,False
60SskFg8mhPrzBLLZJ1BK7,A.M. 180,3W4xM5XYtUp4ifYYPVKVdk,5,32xzfjENpVMzOCMAiiY1YA,1998-08-25,False
4zQuwW24dweWcaX0fEJkP2,You Know I'm No Good,6Q192DXotxtaysaqNPy5yR,66,097eYvf9NKjFnv4xA9s2oV,2006-10-27,False
0XUARKkBvikXDEjSzdkWFP,Rudolph The Red-Nosed Reindeer,6ZjFtWeHP9XN7FeKSUe80S,23,3My4DXwRjAS5HXontsJx1A,2006-01-01,False
6TaXDvblatZnxoDa9muikk,Rudolph The Red-Nosed Reindeer,6ZjFtWeHP9XN7FeKSUe80S,18,2I4gWHbYpsv08I4dJMKsjb,1960-01-01,False
3IUeOpfaDvPhqmr6azHkH4,Sunset,0JDkhL4rjiPNEp92jAgJnS,10,1Mur3hTEWtYHqGku4d9ySm,1963-07,False
0iSDA5x3Szznzb7JkM4dZN,Greenback Dollar,3qtcbDvdIgQOXkPbtRvBaQ,39,5eXWBlFW1qKhBmq0P15hwq,1962-11-07,False
7qd7lA9LjnUJsawEql0m0J,It's A Sin To Tell A Lie,0DYWCXTkNqGFZIf67SrWEa,29,1W9UvJtQ8WmTnIBqi6KnHB,1926,False
3gVMcVXWbGum1i9wRfQ4gO,Big Shot,6zFYqv1mOsgBRQbae3JJ9e,34,7hSjhZyFoR5DHEL8wcWFD5,1985-06-29,False
40Su38fTiU4hO8W5ff88Bn,Eloise,6VeL8VhaMjHTPc5uovFl3h,40,3Xg4qk6PkQr4gdgq7FIsKa,1987-01-01,False
4hpND9dmZg39rDm0c47rjv,Heaven Must Be Like This,6m30rs1IQqnWqV5nKMpU7U,38,4Oc8uPfUH5RIdcMpDjZY1Q,1974-04-01,False
6ampTyysdg6izZJAGRxR0q,Up On The Roof,0vn7UBvSQECKJm2817Yf1P,37,7fNCStUd7WYRLavfWfsuno,2000-10-31,False
2R1M1otgehlvcvPtrgqBuq,Up On The Roof,0vn7UBvSQECKJm2817Yf1P,45,38OACLXl1hgUnsuCUv13HC,1993-06-30,False
2NtqZmfRIDkXJ2YvY2Kv1F,Lido Shuffle,46njgd2Rq9tZc4ZjeQMgbh,4,7DysI4j6UqK00RTfETKXqs,1976,False
1xe23tnhDxk0tn1DZa6fPN,Christmas Present,3ESG6pj6a0LvUKklENalT6,8,5gvprHdipdaEWUU7JH1qYc,1946,False
27YW6qazK0zI7lBCJyGeJM,Christmas Present,3ESG6pj6a0LvUKklENalT6,5,7DOFNzfcbQuDj4OtUbkJQt,1964-09-14,False
60XKXfrjh0qhAHw4QfNO6j,Just Because I'm a Woman,32vWCbZh0xZ4o9gkz4PsEU,39,1GisbvCqXtNW2ntajcMNdB,1968-05-04,False
2gmy7oUpr15VHcAlqx3293,Could I,70ZTdbPEcEugBNay4MvxfL,14,0lf97A69OiLHQk1ABgWOfN,1969,False
7dtwx16Y4pXANVZH0ISoeK,Black Girls,0rpMdBzQXf7aYRnu5fDBJy,0,0rZORGhxJ7HupHdCMKlZgJ,1984-06-01,False
3bMveJpCPytU79V5A61Bb7,Baby Be Mine,3fMbdgg4jU18AjLCKBhRSm,48,1C2h7mLntPSeVYciMRTF4a,2008-02-08,False
22EXrfNV0f9ZcWMpK2lF67,The New Black,0o7WWONtleH6PWLn5GIoCM,43,6bL6rFAbAPxrmvuRZx9tfz,2006-06-13,False
673eqTWXrzwZvaI7t9dF0C,Back In Flesh,6zPcUezmkw9aGjoRlBxYxw,28,0d3TWCJ5Pk8OYONvB5bWZc,1981-01-01,False
29gzHze7bOoEZe195cGPKD,Back In My Younger Days,4Ti0EKl2PVEms2NRMVGqNe,28,319fYhJvka8TzwnwPlJIGr,1990,False
1ZiCDZqOcdRq1ZOY0y5Vex,Story of Isaac,5l8VQNuIg0turYE1VtM9zV,41,2pTyJZOTqFYn2UPP30zZNl,1969-03-24,False
2aZhicClWLsJFQSkbLFMbL,Tus Maletas En La Puerta,0QdXxfTxlrbEQSY6FaxqaC,46,4kCW29zMjnbmK9jUDtgCry,1996-10-01,False
0rLRrCTqWVMgv1DpMBSezw,Anticipation,4FtSnMlCVxCswABUmdhwpm,44,5dKJeoxKHmtsm2Wq512dKT,1971-11,False
5uhULfoDgTvz7BeWlqrV4a,Poetry Man,3iuobQyYhofKRr5W6HZoKt,46,2WmtJRhLcDH9u6RPg65eHl,1974,False
37RtOpFMu0i0wzjtK7c1bn,Big Legged Woman,5dCuFngSPyOOnTAvrC7v2s,41,59wGnewkXsHCgDahKUPBqu,1972-01-01,False
5xTqhUcwPm8BSS8h7m3fYr,The Old Revolution,5l8VQNuIg0turYE1VtM9zV,31,2pTyJZOTqFYn2UPP30zZNl,1969-03-24,False
0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,776Uo845nYHJpNaStv1Ds4,69,7rSZXXHHvIhF4yUFdaOCy9,1967-05-12,False
3VMMmMR4IYL28n7oKHyUoD,Hey Joe,776Uo845nYHJpNaStv1Ds4,47,2vfiwvlxOBNBohRXfvlMtY,1997-09-16,False
5XOGZdDM17WzrXRQz96Fu1,I Want A Love I Can See,3RwQ26hR2tJtA8F9p2n7jG,45,199rfdL0k6q5ReLA7V4KMt,1964,False
2zgoIoz91b2mTwnlEeutTi,Won't You Surrender,49e4v89VmlDcFCMyDv9wQ9,7,2Kk2yOUlO23aSwwJBTeXPu,1952,False
1WpppMTGlhmg2eQfZWIWq1,Bedtime,23zg3TcAtWQy7J6upgbUnj,41,0fQdoem8dnrl80YcZzQ8f0,1997-09-16,False
5ItzU5pBrFmRUudfr5RkJP,Swag Surfin',0zOuQuYGGcrtDYYy3YFDMr,62,6mAgb1P4TuigEweUCJqrhp,2009-01-01,False
3xtvbmRrXAb5m5ng0KPMSk,Swing,79FMDwzZQxHgSkIYBl3ODU,50,2ZdBjpNzKeluVjBdZ4x12j,2006-01-01,False
1V15l05snHYHYVxerjMFGo,King Of Pain,5NGO30tJxFlKixkPSgXcFE,63,5W9OT0a5iZlBr83a9WMKFY,1983-06-17,False
34nT7RkrF1bimYlQUFEpkq,Be My Girl,2W8UTum7bU7ue6m0r14H97,41,2wJt6u240XneVkyLc0ixla,1976,False
2Hud9fFYE89o7QqOEDK6y8,Nothing's News,3Ay15wt0QChT4Kapsuw5Jt,38,0WDLHYfYqgIImdedUu4XXz,1989-05-04,False
17dXDRfCPqxAG3xt9g5Kpe,Christian Brothers,2ApaG60P4r0yhBoDCGD8YG,0,60C4r1YwIxsliktUL6eXfw,1995-07-01,False
27FaSj75qyieqD3drJZh6i,Lost In Space,6edGSAX5dVpeJVwu1Q0NwJ,34,1Pl9C2X0IiwBUyRqAwpbV1,1997,False
4Xm0G6DRlWUjCgpKh5OPyv,Have You Ever,0HNGrIbq1ZNO2mTp3tMW4L,55,4j6ruq2Htor6TsgbqEUhl0,2001-11-26,False
5hcer4MP5GeHqtSjDYx5AC,Standing Outside a Broken Phone Booth with Money in My Hand,5wTpMQz4RtF6dFX9blvMDc,52,0MomEpdhFU5YUXQxr47kxe,1996-06-05,False
6V1f1eJ6MPNfLQXPmzqXja,My Best Friend,2qFr8w5sWUITRlzZ9kZotF,39,6lPb7Eoon6QPbscWbMsk6a,1967,False
4nMrx6pa1vFGkk8rU6rreL,Under Attack,0LcJLqbBmaGUft1e9Mm8HV,0,5nPd21zawIBLrCaMEJrq3P,1981,False
3MsQJQPi172pXgXcYGlenx,Under Attack,0LcJLqbBmaGUft1e9Mm8HV,52,5GByGaws7Cw0t28kjvAOzV,1981,False
